user_id,name,email,user_type,balance
U02054,User 2054,user2054@gmail.com,vip,3272321
U02055,User 2055,user2055@gmail.com,vip,686798
U02056,User 2056,user2056@gmail.com,vip,3184410
U02057,User 2057,user2057@gmail.com,normal,2492471
U02058,User 2058,user2058@gmail.com,vip,4241084
U02059,User 2059,user2059@gmail.com,normal,581150
U02060,User 2060,user2060@gmail.com,vip,5019795
U02061,User 2061,user2061@gmail.com,vip,4367569
U02062,User 2062,user2062@gmail.com,vip,284401
U02063,User 2063,user2063@gmail.com,vip,410598
U02064,User 2064,user2064@gmail.com,normal,2226231
U02065,User 2065,user2065@gmail.com,normal,1541363
U02066,User 2066,user2066@gmail.com,normal,115612
U02067,User 2067,user2067@gmail.com,vip,448294
U02068,User 2068,user2068@gmail.com,normal,4163357
U02069,User 2069,user2069@gmail.com,normal,1461763
U02070,User 2070,user2070@gmail.com,vip,3571265
U02071,User 2071,user2071@gmail.com,normal,2971769
U02072,User 2072,user2072@gmail.com,vip,4081544
U02073,User 2073,user2073@gmail.com,vip,4972127
U02074,User 2074,user2074@gmail.com,vip,4283119
U02075,User 2075,user2075@gmail.com,vip,877840
U02076,User 2076,user2076@gmail.com,normal,1288803
U02077,User 2077,user2077@gmail.com,vip,3931295
U02078,User 2078,user2078@gmail.com,vip,2443328
U02079,User 2079,user2079@gmail.com,normal,4269177
U02080,User 2080,user2080@gmail.com,vip,1435396
U02081,User 2081,user2081@gmail.com,normal,1860822
U02082,User 2082,user2082@gmail.com,vip,2321300
U02083,User 2083,user2083@gmail.com,normal,3136027
U02084,User 2084,user2084@gmail.com,vip,5051563
U02085,User 2085,user2085@gmail.com,vip,3769808
U02086,User 2086,user2086@gmail.com,vip,559899
U02087,User 2087,user2087@gmail.com,normal,5058809
U02088,User 2088,user2088@gmail.com,normal,2348289
U02089,User 2089,user2089@gmail.com,vip,4632467
U02090,User 2090,user2090@gmail.com,normal,3673994
U02091,User 2091,user2091@gmail.com,normal,4215724
U02092,User 2092,user2092@gmail.com,vip,914715
U02093,User 2093,user2093@gmail.com,vip,1055391
U02094,User 2094,user2094@gmail.com,normal,4766498
U02095,User 2095,user2095@gmail.com,vip,4379820
U02096,User 2096,user2096@gmail.com,normal,1501047
U02097,User 2097,user2097@gmail.com,normal,1914416
U02098,User 2098,user2098@gmail.com,normal,3826734
U02099,User 2099,user2099@gmail.com,vip,2560261
U02100,User 2100,user2100@gmail.com,vip,2424955
U02101,User 2101,user2101@gmail.com,normal,2702136
U02102,User 2102,user2102@gmail.com,vip,2300418
U02103,User 2103,user2103@gmail.com,normal,5045987
U02104,User 2104,user2104@gmail.com,normal,4172347
U02105,User 2105,user2105@gmail.com,normal,3175079
U02106,User 2106,user2106@gmail.com,normal,4807679
U02107,User 2107,user2107@gmail.com,normal,4563848
U02108,User 2108,user2108@gmail.com,vip,1171889
U02109,User 2109,user2109@gmail.com,vip,2710373
U02110,User 2110,user2110@gmail.com,vip,1844171
U02111,User 2111,user2111@gmail.com,vip,1494994
U02112,User 2112,user2112@gmail.com,normal,3357124
U02113,User 2113,user2113@gmail.com,normal,4241620
U02114,User 2114,user2114@gmail.com,vip,1311067
U02115,User 2115,user2115@gmail.com,vip,5070456
U02116,User 2116,user2116@gmail.com,vip,434371
U02117,User 2117,user2117@gmail.com,vip,2800976
U02118,User 2118,user2118@gmail.com,normal,973547
U02119,User 2119,user2119@gmail.com,normal,2845643
U02120,User 2120,user2120@gmail.com,normal,2337641
U02121,User 2121,user2121@gmail.com,normal,2798896
U02122,User 2122,user2122@gmail.com,vip,4650882
U02123,User 2123,user2123@gmail.com,vip,1571511
U02124,User 2124,user2124@gmail.com,vip,4421208
U02125,User 2125,user2125@gmail.com,vip,1968004
U02126,User 2126,user2126@gmail.com,normal,1443761
U02127,User 2127,user2127@gmail.com,normal,393473
U02128,User 2128,user2128@gmail.com,normal,3948448
U02129,User 2129,user2129@gmail.com,normal,3763606
U02130,User 2130,user2130@gmail.com,vip,1041554
U02131,User 2131,user2131@gmail.com,vip,3542856
U02132,User 2132,user2132@gmail.com,normal,4204599
U02133,User 2133,user2133@gmail.com,vip,2413355
U02134,User 2134,user2134@gmail.com,vip,3602250
U02135,User 2135,user2135@gmail.com,vip,3522245
U02136,User 2136,user2136@gmail.com,normal,366847
U02137,User 2137,user2137@gmail.com,normal,2639361
U02138,User 2138,user2138@gmail.com,normal,2181001
U02139,User 2139,user2139@gmail.com,vip,3141133
U02140,User 2140,user2140@gmail.com,normal,3740741
U02141,User 2141,user2141@gmail.com,normal,4204944
U02142,User 2142,user2142@gmail.com,normal,2695174
U02143,User 2143,user2143@gmail.com,vip,2134411
U02144,User 2144,user2144@gmail.com,vip,3281085
U02145,User 2145,user2145@gmail.com,normal,553867
U02146,User 2146,user2146@gmail.com,normal,3603589
U02147,User 2147,user2147@gmail.com,vip,2539976
U02148,User 2148,user2148@gmail.com,normal,3105225
U02149,User 2149,user2149@gmail.com,vip,4962014
U02150,User 2150,user2150@gmail.com,normal,2098003
U02151,User 2151,user2151@gmail.com,vip,672677
U02152,User 2152,user2152@gmail.com,normal,4591473
U02153,User 2153,user2153@gmail.com,vip,113199
U02154,User 2154,user2154@gmail.com,vip,5036486
U02155,User 2155,user2155@gmail.com,normal,2671773
U02156,User 2156,user2156@gmail.com,vip,3661226
U02157,User 2157,user2157@gmail.com,vip,487390
U02158,User 2158,user2158@gmail.com,vip,142591
U02159,User 2159,user2159@gmail.com,normal,3290182
U02160,User 2160,user2160@gmail.com,normal,3689425
U02161,User 2161,user2161@gmail.com,vip,4614279
U02162,User 2162,user2162@gmail.com,vip,1968809
U02163,User 2163,user2163@gmail.com,vip,2528014
U02164,User 2164,user2164@gmail.com,normal,3578991
U02165,User 2165,user2165@gmail.com,normal,1653756
U02166,User 2166,user2166@gmail.com,vip,1371449
U02167,User 2167,user2167@gmail.com,normal,1237951
U02168,User 2168,user2168@gmail.com,vip,309556
U02169,User 2169,user2169@gmail.com,vip,3590477
U02170,User 2170,user2170@gmail.com,vip,1278061
U02171,User 2171,user2171@gmail.com,vip,2493117
U02172,User 2172,user2172@gmail.com,vip,2133757
U02173,User 2173,user2173@gmail.com,vip,1911233
U02174,User 2174,user2174@gmail.com,normal,3058575
U02175,User 2175,user2175@gmail.com,normal,3514244
U02176,User 2176,user2176@gmail.com,vip,127183
U02177,User 2177,user2177@gmail.com,vip,3522332
U02178,User 2178,user2178@gmail.com,vip,1643057
U02179,User 2179,user2179@gmail.com,vip,2122924
U02180,User 2180,user2180@gmail.com,normal,5040539
U02181,User 2181,user2181@gmail.com,normal,2112345
U02182,User 2182,user2182@gmail.com,normal,1634800
U02183,User 2183,user2183@gmail.com,normal,2971815
U02184,User 2184,user2184@gmail.com,vip,3387258
U02185,User 2185,user2185@gmail.com,normal,2521327
U02186,User 2186,user2186@gmail.com,normal,100723
U02187,User 2187,user2187@gmail.com,normal,4584575
U02188,User 2188,user2188@gmail.com,vip,2700401
U02189,User 2189,user2189@gmail.com,vip,3508750
U02190,User 2190,user2190@gmail.com,vip,624619
U02191,User 2191,user2191@gmail.com,normal,2636826
U02192,User 2192,user2192@gmail.com,vip,191468
U02193,User 2193,user2193@gmail.com,normal,4665568
U02194,User 2194,user2194@gmail.com,normal,4217810
U02195,User 2195,user2195@gmail.com,vip,4492535
U02196,User 2196,user2196@gmail.com,normal,2849027
U02197,User 2197,user2197@gmail.com,normal,3899786
U02198,User 2198,user2198@gmail.com,vip,3899438
U02199,User 2199,user2199@gmail.com,vip,3308080
U02200,User 2200,user2200@gmail.com,normal,3464441
U02201,User 2201,user2201@gmail.com,vip,3726442
U02202,User 2202,user2202@gmail.com,vip,303756
U02203,User 2203,user2203@gmail.com,normal,4935800
U02204,User 2204,user2204@gmail.com,vip,347961
U02205,User 2205,user2205@gmail.com,vip,4307032
U02206,User 2206,user2206@gmail.com,normal,4628743
U02207,User 2207,user2207@gmail.com,normal,3415772
U02208,User 2208,user2208@gmail.com,vip,170778
U02209,User 2209,user2209@gmail.com,vip,543399
U02210,User 2210,user2210@gmail.com,vip,452416
U02211,User 2211,user2211@gmail.com,normal,4336388
U02212,User 2212,user2212@gmail.com,normal,4383834
U02213,User 2213,user2213@gmail.com,vip,2478498
U02214,User 2214,user2214@gmail.com,normal,2116197
U02215,User 2215,user2215@gmail.com,vip,852144
U02216,User 2216,user2216@gmail.com,normal,4989668
U02217,User 2217,user2217@gmail.com,normal,403857
U02218,User 2218,user2218@gmail.com,normal,2809644
U02219,User 2219,user2219@gmail.com,vip,2675964
U02220,User 2220,user2220@gmail.com,normal,2466572
U02221,User 2221,user2221@gmail.com,vip,1756724
U02222,User 2222,user2222@gmail.com,normal,938326
U02223,User 2223,user2223@gmail.com,vip,1527774
U02224,User 2224,user2224@gmail.com,normal,3407822
U02225,User 2225,user2225@gmail.com,vip,3296388
U02226,User 2226,user2226@gmail.com,vip,4210735
U02227,User 2227,user2227@gmail.com,vip,1374437
U02228,User 2228,user2228@gmail.com,vip,4579668
U02229,User 2229,user2229@gmail.com,normal,2676342
U02230,User 2230,user2230@gmail.com,normal,896394
U02231,User 2231,user2231@gmail.com,vip,787577
U02232,User 2232,user2232@gmail.com,vip,2473647
U02233,User 2233,user2233@gmail.com,normal,2037881
U02234,User 2234,user2234@gmail.com,normal,712070
U02235,User 2235,user2235@gmail.com,normal,295391
U02236,User 2236,user2236@gmail.com,normal,3720347
U02237,User 2237,user2237@gmail.com,normal,4894260
U02238,User 2238,user2238@gmail.com,vip,3162957
U02239,User 2239,user2239@gmail.com,vip,3534900
U02240,User 2240,user2240@gmail.com,normal,2006397
U02241,User 2241,user2241@gmail.com,normal,2499147
U02242,User 2242,user2242@gmail.com,vip,3641170
U02243,User 2243,user2243@gmail.com,normal,4544303
U02244,User 2244,user2244@gmail.com,normal,2179238
U02245,User 2245,user2245@gmail.com,normal,2945369
U02246,User 2246,user2246@gmail.com,normal,2588112
U02247,User 2247,user2247@gmail.com,normal,2906913
U02248,User 2248,user2248@gmail.com,vip,3539406
U02249,User 2249,user2249@gmail.com,vip,4638773
U02250,User 2250,user2250@gmail.com,normal,3536335
U02251,User 2251,user2251@gmail.com,vip,3766773
U02252,User 2252,user2252@gmail.com,normal,3408411
U02253,User 2253,user2253@gmail.com,normal,4488879
U02254,User 2254,user2254@gmail.com,normal,190624
U02255,User 2255,user2255@gmail.com,vip,4673266
U02256,User 2256,user2256@gmail.com,normal,951194
U02257,User 2257,user2257@gmail.com,vip,2344209
U02258,User 2258,user2258@gmail.com,normal,433117
U02259,User 2259,user2259@gmail.com,normal,125622
U02260,User 2260,user2260@gmail.com,normal,2928962
U02261,User 2261,user2261@gmail.com,normal,3672480
U02262,User 2262,user2262@gmail.com,vip,2253356
U02263,User 2263,user2263@gmail.com,vip,3557498
U02264,User 2264,user2264@gmail.com,normal,3707254
U02265,User 2265,user2265@gmail.com,normal,2015385
U02266,User 2266,user2266@gmail.com,vip,1545211
U02267,User 2267,user2267@gmail.com,vip,3693330
U02268,User 2268,user2268@gmail.com,normal,4058113
U02269,User 2269,user2269@gmail.com,normal,1628790
U02270,User 2270,user2270@gmail.com,normal,3495682
U02271,User 2271,user2271@gmail.com,vip,2198764
U02272,User 2272,user2272@gmail.com,normal,3186137
U02273,User 2273,user2273@gmail.com,normal,1729769
U02274,User 2274,user2274@gmail.com,normal,1447622
U02275,User 2275,user2275@gmail.com,normal,605646
U02276,User 2276,user2276@gmail.com,normal,3394142
U02277,User 2277,user2277@gmail.com,normal,800157
U02278,User 2278,user2278@gmail.com,vip,2098578
U02279,User 2279,user2279@gmail.com,vip,276953
U02280,User 2280,user2280@gmail.com,normal,1460121
U02281,User 2281,user2281@gmail.com,vip,4535162
U02282,User 2282,user2282@gmail.com,vip,1642749
U02283,User 2283,user2283@gmail.com,normal,3774794
U02284,User 2284,user2284@gmail.com,normal,2802943
U02285,User 2285,user2285@gmail.com,normal,3619167
U02286,User 2286,user2286@gmail.com,normal,3123944
U02287,User 2287,user2287@gmail.com,vip,3358709
U02288,User 2288,user2288@gmail.com,vip,4425774
U02289,User 2289,user2289@gmail.com,vip,3967335
U02290,User 2290,user2290@gmail.com,vip,3555263
U02291,User 2291,user2291@gmail.com,normal,2570058
U02292,User 2292,user2292@gmail.com,vip,4364332
U02293,User 2293,user2293@gmail.com,vip,3564519
U02294,User 2294,user2294@gmail.com,vip,1289717
U02295,User 2295,user2295@gmail.com,vip,2696530
U02296,User 2296,user2296@gmail.com,vip,4945581
U02297,User 2297,user2297@gmail.com,normal,4276843
U02298,User 2298,user2298@gmail.com,normal,3323530
U02299,User 2299,user2299@gmail.com,vip,398449
U02300,User 2300,user2300@gmail.com,normal,3829131
U02301,User 2301,user2301@gmail.com,normal,606718
U02302,User 2302,user2302@gmail.com,normal,3743878
U02303,User 2303,user2303@gmail.com,normal,4116771
U02304,User 2304,user2304@gmail.com,normal,3957901
U02305,User 2305,user2305@gmail.com,normal,4458656
U02306,User 2306,user2306@gmail.com,normal,3070268
U02307,User 2307,user2307@gmail.com,normal,2557056
U02308,User 2308,user2308@gmail.com,vip,2329122
U02309,User 2309,user2309@gmail.com,normal,4863567
U02310,User 2310,user2310@gmail.com,normal,2638858
U02311,User 2311,user2311@gmail.com,vip,1232185
U02312,User 2312,user2312@gmail.com,normal,1670821
U02313,User 2313,user2313@gmail.com,vip,5023361
U02314,User 2314,user2314@gmail.com,vip,1350677
U02315,User 2315,user2315@gmail.com,normal,4547994
U02316,User 2316,user2316@gmail.com,normal,1123288
U02317,User 2317,user2317@gmail.com,normal,2097830
U02318,User 2318,user2318@gmail.com,vip,1596943
U02319,User 2319,user2319@gmail.com,normal,4823944
U02320,User 2320,user2320@gmail.com,normal,310058
U02321,User 2321,user2321@gmail.com,vip,2730920
U02322,User 2322,user2322@gmail.com,normal,1071731
U02323,User 2323,user2323@gmail.com,vip,2230979
U02324,User 2324,user2324@gmail.com,vip,2864243
U02325,User 2325,user2325@gmail.com,normal,3422635
U02326,User 2326,user2326@gmail.com,normal,4806213
U02327,User 2327,user2327@gmail.com,vip,4625314
U02328,User 2328,user2328@gmail.com,vip,2154421
U02329,User 2329,user2329@gmail.com,vip,3549327
U02330,User 2330,user2330@gmail.com,normal,3479315
U02331,User 2331,user2331@gmail.com,vip,2353819
U02332,User 2332,user2332@gmail.com,vip,4903194
U02333,User 2333,user2333@gmail.com,normal,1719659
U02334,User 2334,user2334@gmail.com,normal,1579448
U02335,User 2335,user2335@gmail.com,vip,4355386
U02336,User 2336,user2336@gmail.com,vip,2743738
U02337,User 2337,user2337@gmail.com,vip,186513
U02338,User 2338,user2338@gmail.com,vip,837398
U02339,User 2339,user2339@gmail.com,vip,3937446
U02340,User 2340,user2340@gmail.com,normal,4931476
U02341,User 2341,user2341@gmail.com,vip,975567
U02342,User 2342,user2342@gmail.com,vip,1308313
U02343,User 2343,user2343@gmail.com,normal,5042273
U02344,User 2344,user2344@gmail.com,vip,1669201
U02345,User 2345,user2345@gmail.com,normal,3395881
U02346,User 2346,user2346@gmail.com,vip,4647160
U02347,User 2347,user2347@gmail.com,normal,281222
U02348,User 2348,user2348@gmail.com,vip,3088006
U02349,User 2349,user2349@gmail.com,normal,1809378
U02350,User 2350,user2350@gmail.com,vip,419765
U02351,User 2351,user2351@gmail.com,vip,3480715
U02352,User 2352,user2352@gmail.com,normal,2645168
U02353,User 2353,user2353@gmail.com,vip,4596594
U02354,User 2354,user2354@gmail.com,vip,1066457
U02355,User 2355,user2355@gmail.com,vip,2963582
U02356,User 2356,user2356@gmail.com,normal,4310903
U02357,User 2357,user2357@gmail.com,vip,1308494
U02358,User 2358,user2358@gmail.com,normal,2525179
U02359,User 2359,user2359@gmail.com,normal,2219786
U02360,User 2360,user2360@gmail.com,vip,876461
U02361,User 2361,user2361@gmail.com,vip,2456484
U02362,User 2362,user2362@gmail.com,normal,4021240
U02363,User 2363,user2363@gmail.com,normal,4221681
U02364,User 2364,user2364@gmail.com,normal,4196878
U02365,User 2365,user2365@gmail.com,vip,3762718
U02366,User 2366,user2366@gmail.com,normal,4692729
U02367,User 2367,user2367@gmail.com,vip,1798288
U02368,User 2368,user2368@gmail.com,normal,940032
U02369,User 2369,user2369@gmail.com,vip,309212
U02370,User 2370,user2370@gmail.com,vip,1313010
U02371,User 2371,user2371@gmail.com,vip,277856
U02372,User 2372,user2372@gmail.com,vip,3012370
U02373,User 2373,user2373@gmail.com,normal,4319356
U02374,User 2374,user2374@gmail.com,vip,4546398
U02375,User 2375,user2375@gmail.com,normal,169136
U02376,User 2376,user2376@gmail.com,vip,4551294
U02377,User 2377,user2377@gmail.com,normal,2853844
U02378,User 2378,user2378@gmail.com,normal,864582
U02379,User 2379,user2379@gmail.com,vip,574894
U02380,User 2380,user2380@gmail.com,vip,254312
U02381,User 2381,user2381@gmail.com,normal,759731
U02382,User 2382,user2382@gmail.com,normal,2641977
U02383,User 2383,user2383@gmail.com,normal,1484701
U02384,User 2384,user2384@gmail.com,normal,5077726
U02385,User 2385,user2385@gmail.com,vip,2783013
U02386,User 2386,user2386@gmail.com,normal,3110419
U02387,User 2387,user2387@gmail.com,normal,4458654
U02388,User 2388,user2388@gmail.com,normal,2917399
U02389,User 2389,user2389@gmail.com,vip,1841902
U02390,User 2390,user2390@gmail.com,vip,983480
U02391,User 2391,user2391@gmail.com,vip,2762729
U02392,User 2392,user2392@gmail.com,vip,4330102
U02393,User 2393,user2393@gmail.com,vip,2307659
U02394,User 2394,user2394@gmail.com,normal,3291735
U02395,User 2395,user2395@gmail.com,normal,3717522
U02396,User 2396,user2396@gmail.com,normal,3542151
U02397,User 2397,user2397@gmail.com,vip,1217142
U02398,User 2398,user2398@gmail.com,vip,3257705
U02399,User 2399,user2399@gmail.com,vip,4412038
U02400,User 2400,user2400@gmail.com,normal,4784830
U02401,User 2401,user2401@gmail.com,vip,1221025
U02402,User 2402,user2402@gmail.com,vip,3339056
U02403,User 2403,user2403@gmail.com,vip,4167885
U02404,User 2404,user2404@gmail.com,vip,2753148
U02405,User 2405,user2405@gmail.com,vip,3681655
U02406,User 2406,user2406@gmail.com,vip,4104763
U02407,User 2407,user2407@gmail.com,normal,4493895
U02408,User 2408,user2408@gmail.com,normal,4320267
U02409,User 2409,user2409@gmail.com,normal,309855
U02410,User 2410,user2410@gmail.com,vip,811550
U02411,User 2411,user2411@gmail.com,normal,3077169
U02412,User 2412,user2412@gmail.com,normal,3325599
U02413,User 2413,user2413@gmail.com,vip,4617914
U02414,User 2414,user2414@gmail.com,vip,4129660
U02415,User 2415,user2415@gmail.com,vip,3760223
U02416,User 2416,user2416@gmail.com,normal,2322708
U02417,User 2417,user2417@gmail.com,normal,3079074
U02418,User 2418,user2418@gmail.com,normal,833983
U02419,User 2419,user2419@gmail.com,normal,4649793
U02420,User 2420,user2420@gmail.com,vip,4427636
U02421,User 2421,user2421@gmail.com,vip,187435
U02422,User 2422,user2422@gmail.com,vip,1616475
U02423,User 2423,user2423@gmail.com,vip,2700832
U02424,User 2424,user2424@gmail.com,vip,3444592
U02425,User 2425,user2425@gmail.com,vip,3143460
U02426,User 2426,user2426@gmail.com,normal,4758800
U02427,User 2427,user2427@gmail.com,normal,3913183
U02428,User 2428,user2428@gmail.com,vip,1589412
U02429,User 2429,user2429@gmail.com,normal,3067412
U02430,User 2430,user2430@gmail.com,vip,1686375
U02431,User 2431,user2431@gmail.com,vip,1415356
U02432,User 2432,user2432@gmail.com,normal,3932565
U02433,User 2433,user2433@gmail.com,vip,4223358
U02434,User 2434,user2434@gmail.com,normal,236018
U02435,User 2435,user2435@gmail.com,normal,4938318
U02436,User 2436,user2436@gmail.com,normal,2631603
U02437,User 2437,user2437@gmail.com,vip,2616607
U02438,User 2438,user2438@gmail.com,vip,4955661
U02439,User 2439,user2439@gmail.com,vip,4767558
U02440,User 2440,user2440@gmail.com,normal,582489
U02441,User 2441,user2441@gmail.com,vip,1290733
U02442,User 2442,user2442@gmail.com,vip,160225
U02443,User 2443,user2443@gmail.com,normal,2898928
U02444,User 2444,user2444@gmail.com,vip,1100938
U02445,User 2445,user2445@gmail.com,vip,2710423
U02446,User 2446,user2446@gmail.com,vip,2529757
U02447,User 2447,user2447@gmail.com,vip,4830449
U02448,User 2448,user2448@gmail.com,vip,3464499
U02449,User 2449,user2449@gmail.com,vip,3413577
U02450,User 2450,user2450@gmail.com,vip,4017341
U02451,User 2451,user2451@gmail.com,normal,4024264
U02452,User 2452,user2452@gmail.com,normal,3768942
U02453,User 2453,user2453@gmail.com,normal,199399
U02454,User 2454,user2454@gmail.com,vip,941829
U02455,User 2455,user2455@gmail.com,normal,1919822
U02456,User 2456,user2456@gmail.com,vip,3831482
U02457,User 2457,user2457@gmail.com,vip,717646
U02458,User 2458,user2458@gmail.com,vip,195076
U02459,User 2459,user2459@gmail.com,vip,4763704
U02460,User 2460,user2460@gmail.com,normal,4999685
U02461,User 2461,user2461@gmail.com,normal,940184
U02462,User 2462,user2462@gmail.com,vip,2319444
U02463,User 2463,user2463@gmail.com,normal,4802961
U02464,User 2464,user2464@gmail.com,normal,4481444
U02465,User 2465,user2465@gmail.com,normal,2369814
U02466,User 2466,user2466@gmail.com,vip,1685077
U02467,User 2467,user2467@gmail.com,normal,149250
U02468,User 2468,user2468@gmail.com,vip,735511
U02469,User 2469,user2469@gmail.com,normal,2317077
U02470,User 2470,user2470@gmail.com,vip,2489527
U02471,User 2471,user2471@gmail.com,normal,2998028
U02472,User 2472,user2472@gmail.com,vip,2728968
U02473,User 2473,user2473@gmail.com,normal,1514908
U02474,User 2474,user2474@gmail.com,vip,2319023
U02475,User 2475,user2475@gmail.com,normal,3866954
U02476,User 2476,user2476@gmail.com,normal,3844554
U02477,User 2477,user2477@gmail.com,vip,853802
U02478,User 2478,user2478@gmail.com,vip,3170749
U02479,User 2479,user2479@gmail.com,normal,5067570
U02480,User 2480,user2480@gmail.com,vip,4677915
U02481,User 2481,user2481@gmail.com,normal,361209
U02482,User 2482,user2482@gmail.com,vip,4904686
U02483,User 2483,user2483@gmail.com,normal,4222994
U02484,User 2484,user2484@gmail.com,normal,4510180
U02485,User 2485,user2485@gmail.com,vip,4797439
U02486,User 2486,user2486@gmail.com,normal,2450710
U02487,User 2487,user2487@gmail.com,vip,2276052
U02488,User 2488,user2488@gmail.com,normal,2012533
U02489,User 2489,user2489@gmail.com,vip,2866282
U02490,User 2490,user2490@gmail.com,normal,4531603
U02491,User 2491,user2491@gmail.com,normal,4184956
U02492,User 2492,user2492@gmail.com,vip,3991372
U02493,User 2493,user2493@gmail.com,vip,4114145
U02494,User 2494,user2494@gmail.com,vip,1020623
U02495,User 2495,user2495@gmail.com,vip,2838438
U02496,User 2496,user2496@gmail.com,normal,3806348
U02497,User 2497,user2497@gmail.com,vip,4149447
U02498,User 2498,user2498@gmail.com,vip,4637820
U02499,User 2499,user2499@gmail.com,normal,3785610
U02500,User 2500,user2500@gmail.com,normal,3979784
U02501,User 2501,user2501@gmail.com,normal,4069433
U02502,User 2502,user2502@gmail.com,normal,4230615
U02503,User 2503,user2503@gmail.com,normal,2257082
U02504,User 2504,user2504@gmail.com,normal,3340535
U02505,User 2505,user2505@gmail.com,normal,2955212
U02506,User 2506,user2506@gmail.com,vip,561767
U02507,User 2507,user2507@gmail.com,vip,4295200
U02508,User 2508,user2508@gmail.com,normal,1107966
U02509,User 2509,user2509@gmail.com,normal,3509074
U02510,User 2510,user2510@gmail.com,normal,4219772
U02511,User 2511,user2511@gmail.com,normal,1264834
U02512,User 2512,user2512@gmail.com,normal,1271084
U02513,User 2513,user2513@gmail.com,vip,5068500
U02514,User 2514,user2514@gmail.com,vip,1618226
U02515,User 2515,user2515@gmail.com,vip,1060544
U02516,User 2516,user2516@gmail.com,vip,256183
U02517,User 2517,user2517@gmail.com,vip,336982
U02518,User 2518,user2518@gmail.com,normal,468013
U02519,User 2519,user2519@gmail.com,vip,548050
U02520,User 2520,user2520@gmail.com,normal,1100289
U02521,User 2521,user2521@gmail.com,normal,2682391
U02522,User 2522,user2522@gmail.com,normal,2876829
U02523,User 2523,user2523@gmail.com,vip,3355020
U02524,User 2524,user2524@gmail.com,normal,4856023
U02525,User 2525,user2525@gmail.com,vip,3917136
U02526,User 2526,user2526@gmail.com,vip,4478329
U02527,User 2527,user2527@gmail.com,normal,221787
U02528,User 2528,user2528@gmail.com,vip,2360749
U02529,User 2529,user2529@gmail.com,normal,4008242
U02530,User 2530,user2530@gmail.com,normal,3972933
U02531,User 2531,user2531@gmail.com,vip,1617926
U02532,User 2532,user2532@gmail.com,vip,1580069
U02533,User 2533,user2533@gmail.com,normal,964778
U02534,User 2534,user2534@gmail.com,vip,3358158
U02535,User 2535,user2535@gmail.com,vip,1743791
U02536,User 2536,user2536@gmail.com,normal,1078407
U02537,User 2537,user2537@gmail.com,normal,4256223
U02538,User 2538,user2538@gmail.com,normal,4609513
U02539,User 2539,user2539@gmail.com,vip,4463442
U02540,User 2540,user2540@gmail.com,normal,1357640
U02541,User 2541,user2541@gmail.com,vip,454255
U02542,User 2542,user2542@gmail.com,normal,3906873
U02543,User 2543,user2543@gmail.com,vip,4112195
U02544,User 2544,user2544@gmail.com,vip,4115589
U02545,User 2545,user2545@gmail.com,normal,3436215
U02546,User 2546,user2546@gmail.com,normal,3181481
U02547,User 2547,user2547@gmail.com,vip,2030449
U02548,User 2548,user2548@gmail.com,vip,2847686
U02549,User 2549,user2549@gmail.com,normal,3112202
U02550,User 2550,user2550@gmail.com,normal,3301739
U02551,User 2551,user2551@gmail.com,vip,3258983
U02552,User 2552,user2552@gmail.com,normal,3316861
U02553,User 2553,user2553@gmail.com,vip,1143286
U02554,User 2554,user2554@gmail.com,vip,1693953
U02555,User 2555,user2555@gmail.com,normal,1533639
U02556,User 2556,user2556@gmail.com,vip,4246918
U02557,User 2557,user2557@gmail.com,normal,2510532
U02558,User 2558,user2558@gmail.com,normal,4607218
U02559,User 2559,user2559@gmail.com,vip,356815
U02560,User 2560,user2560@gmail.com,vip,2284135
U02561,User 2561,user2561@gmail.com,vip,2355959
U02562,User 2562,user2562@gmail.com,vip,4664081
U02563,User 2563,user2563@gmail.com,normal,721430
U02564,User 2564,user2564@gmail.com,vip,560782
U02565,User 2565,user2565@gmail.com,vip,1481097
U02566,User 2566,user2566@gmail.com,normal,1516667
U02567,User 2567,user2567@gmail.com,vip,3849677
U02568,User 2568,user2568@gmail.com,normal,2863896
U02569,User 2569,user2569@gmail.com,normal,473458
U02570,User 2570,user2570@gmail.com,vip,1566935
U02571,User 2571,user2571@gmail.com,normal,1097663
U02572,User 2572,user2572@gmail.com,normal,989894
U02573,User 2573,user2573@gmail.com,vip,2615203
U02574,User 2574,user2574@gmail.com,vip,1874901
U02575,User 2575,user2575@gmail.com,normal,2575571
U02576,User 2576,user2576@gmail.com,normal,3012934
U02577,User 2577,user2577@gmail.com,vip,3303492
U02578,User 2578,user2578@gmail.com,normal,4126066
U02579,User 2579,user2579@gmail.com,normal,2903495
U02580,User 2580,user2580@gmail.com,normal,5013938
U02581,User 2581,user2581@gmail.com,normal,2697212
U02582,User 2582,user2582@gmail.com,vip,910448
U02583,User 2583,user2583@gmail.com,normal,3402740
U02584,User 2584,user2584@gmail.com,vip,4481738
U02585,User 2585,user2585@gmail.com,normal,1608807
U02586,User 2586,user2586@gmail.com,vip,4430943
U02587,User 2587,user2587@gmail.com,vip,2621774
U02588,User 2588,user2588@gmail.com,vip,2887610
U02589,User 2589,user2589@gmail.com,vip,995487
U02590,User 2590,user2590@gmail.com,normal,4689817
U02591,User 2591,user2591@gmail.com,normal,1842275
U02592,User 2592,user2592@gmail.com,vip,462105
U02593,User 2593,user2593@gmail.com,normal,4829429
U02594,User 2594,user2594@gmail.com,vip,3629375
